size,temp,chla
351.7970364,27.56351663,93.13184348
497.4308999,29.42387545,92.79226368
412.3493173,12.87506152,97.85495485
515.5138666,30.17846731,113.6813265
500.0054825,17.79477752,110.4908663
538.0751366,26.27384634,96.40024882
387.6957275,27.29951319,83.14083545
468.1234801,23.00055086,91.55416571
466.0707627,20.77443022,95.42239467
424.649404,24.82660511,101.03638
370.0268886,26.1940935,93.37392724
470.8874814,28.4165141,120.0668069
462.8879544,13.73831508,97.27732466
402.1594291,15.81810366,87.8605553
585.33415,31.15201171,98.58738243
481.1680849,29.23314424,89.94622418
532.2603571,26.17644474,101.5615571
563.7921999,27.57589204,102.3363361
479.9451733,28.58587459,103.5558761
397.7167241,10.69538601,83.78141741
545.9222716,29.55138548,102.2071129
550.6107737,21.57506202,103.1045008
461.7474719,25.15308415,85.78891552
531.8446172,22.524211,109.5536564
478.0351071,28.35982477,107.8417088
600.2357058,22.25763776,122.9961936
516.0589696,26.59251883,101.5670299
504.7215791,22.04657511,100.4673353
485.6538775,18.53606395,100.9658583
487.8489047,30.05005255,100.6976623
410.3312942,27.70450006,81.51527225
470.3870569,32.6213112,83.28872941
483.4573257,24.32576966,99.22461033
429.1269172,29.62501373,94.18932619
494.3127908,33.87709527,100.5473653
322.3731471,22.59258942,78.88791627
348.856208,17.38524444,85.01301745
422.1198354,22.80324216,88.98516561
423.3250824,22.9297938,109.8605822
350.9084836,24.75840252,89.01509993
525.8322765,32.56152489,92.00486046
446.4718481,22.36928054,100.7987382
377.1006289,25.86502328,96.77253638
473.7982642,22.86157968,101.4641718
635.5627033,24.10225354,123.0506198
469.8394329,25.57028832,88.75396329
506.7735948,30.64107348,96.9453036
517.3366933,24.60659189,94.8324055
509.6133798,27.5642116,115.1239543
494.3879631,27.89430015,92.30515077
458.0838421,28.57386635,99.17913096
499.9076356,21.12802724,107.8713361
569.7828627,32.13440607,89.41409464
585.9644013,22.0952163,116.5517582
540.8441198,23.47107916,106.7576242
399.676094,31.02025134,89.2579339
475.282575,30.47041953,104.5457781
566.3236602,18.55004064,97.86692857
421.7680477,19.634645,103.1322877
463.753775,17.2096047,99.10024803
567.1769023,24.90923596,110.7051604
476.3664962,24.82420434,86.48899614
516.012653,25.82057344,94.77383303
467.1582891,26.76078857,97.50809322
387.0903235,20.99053577,90.04201275
405.1334577,19.03150704,89.60044956
446.5776658,29.13392528,99.82019759
514.3323514,27.75530651,98.67824867
408.4065424,16.45416731,74.50657225
623.5564041,23.52426275,110.4057346
491.8555312,19.52026089,102.4972574
498.84796,13.64624465,124.1620737
557.8834746,24.75060066,106.8519824
503.1713967,23.60394145,95.53040691
575.5226721,23.51315366,127.9739115
515.6385839,25.08076271,128.3222602
479.5539996,28.41232582,87.81288184
555.3024606,25.02798752,104.6903196
444.5481941,20.91782079,97.88753081
500.272198,20.32600374,101.8705115
470.3301435,23.34098603,102.2754273
465.2899985,25.55008493,87.38099537
466.9638422,18.80159824,102.8558958
526.9714683,23.07845566,117.4924736
490.5264336,28.8363363,98.35909996
454.6884645,23.45859954,98.37073289
492.915712,20.50789666,113.9857201
492.9998255,22.62027416,108.9839624
427.3723278,29.57324273,83.51505182
504.7676954,26.75021981,102.2855697
638.3132075,30.183379,116.5354723
467.7976303,24.69548929,114.1527635
489.9712381,26.05137548,104.199516
529.048135,21.20771544,107.2122081
526.3041967,27.02685334,88.03064788
502.7109777,21.46833229,103.0013157
416.8258892,16.89717248,90.45551065
445.2213263,24.63996483,95.41981932
564.3273238,33.72925609,109.3560368
492.9908866,28.0045717,88.63106888
495.9626154,29.82626695,102.6691825
507.7041878,25.79427862,104.2833204
480.9149383,20.95721411,100.5491197
583.3178218,22.98879572,118.2218882
487.5764056,22.63375947,89.77652671
508.1727546,21.6565011,106.0613026
480.196753,27.52083642,99.11069433
518.3394143,18.01318249,97.39167756
516.7858472,28.33183066,104.6409123
528.0388626,28.32076243,89.79599409
403.3864951,18.0068882,86.86549083
497.5092932,27.19745999,95.05519125
506.2192561,36.15113326,117.5175715
465.2527607,21.21392259,100.5576477
501.8412126,28.22452121,103.314344
419.7558359,20.08899077,98.10153362
460.6857363,29.55355709,104.7049273
490.0881542,25.2491236,90.48320457
593.8030862,32.25957696,111.5791047
413.5670497,16.70514636,105.8470526
465.1913585,23.74351057,91.93547177
415.6509862,21.36537412,100.5455325
450.1406304,23.01367565,107.1633162
516.1361806,20.85210629,105.5773098
489.4685069,19.8307821,114.8193402
510.8353245,26.89361187,93.87012245
507.2579339,18.56209643,111.1613662
567.5298332,31.42015466,110.3654801
426.526241,18.06896707,98.37516868
381.9180528,24.50539576,90.24073307
487.1666437,26.66494643,89.10854809
516.016083,26.9336767,104.5778696
457.6753427,22.49126668,99.28873266
552.8184029,24.39750998,117.7910267
579.1198978,28.80632076,105.3513796
405.3668845,16.71767041,96.28055125
386.7817922,20.09130144,89.74457752
427.5292151,25.60201157,94.17598325
404.7942426,21.77609011,103.4288839
520.4940809,30.85001997,95.49065353
517.2864951,27.36626932,105.1423012
475.0675779,24.36083376,96.65661948
447.9938762,16.46121341,98.94440091
422.6630944,24.13050113,92.69490327
507.2845747,22.41792066,119.0504358
531.3624917,23.48826743,103.3262173
397.1927236,18.09220386,102.3063364
438.8203212,26.49329022,83.08137585
448.1767468,18.8052178,106.597919
446.7772375,22.86889009,89.76376411
410.0259984,25.90712915,91.08478426
475.8138259,20.08242105,109.1834117
556.1051411,26.91495703,95.47299353
420.7315837,17.41744799,82.5162772
398.404693,9.951126605,117.6990411
395.1988637,26.32483995,76.22593075
489.9299118,28.20269913,105.7281153
456.5709792,22.57077288,110.1724925
469.8124737,26.52063127,93.69032133
483.93101,18.22041737,104.4428705
476.2326578,23.36425697,104.3913039
588.1373288,14.29240812,110.4062315
401.6471855,29.90590446,104.8409939
537.0142811,33.29955431,97.55116221
515.2987027,29.3700613,109.1599206
541.4403603,23.86326517,108.0062236
416.3373985,23.83334829,90.63430966
368.5342602,16.41966188,85.99212566
409.7478984,27.95192672,101.6027754
452.4080709,22.9463291,97.26037625
551.6645817,20.71628537,90.14460887
508.6619507,16.93987104,100.8393068
503.4823093,22.50118752,86.80003474
516.4614029,19.75469432,101.6122635
503.2605421,22.0148474,93.75071612
542.1663919,17.91200006,109.5716427
623.0630295,32.43794741,124.2448914
410.9943536,23.91998736,90.84020756
508.7840061,29.37472539,110.5766417
390.9384942,10.99150165,108.2514973
467.1033779,21.73401085,99.29805776
493.6896945,20.62258854,95.46353626
573.2645434,17.8853691,115.7530771
424.7374598,31.73304577,79.94542182
402.6615987,16.9235904,93.56805208
588.8279883,25.5919513,85.63156556
582.3433584,28.23218143,113.9531344
543.0734808,24.89095094,98.09296567
426.0002878,19.62372261,94.75328801
616.5813847,28.70582903,131.8404447
499.9876854,24.85294041,99.49962732
527.1236745,18.68251047,95.56250688
452.600147,17.05975476,102.9986525
488.24456,34.43358717,84.31575379
381.6938268,20.60748427,104.9030264
419.9571754,14.72214173,99.03836799
439.1394415,26.66629681,104.6852512
498.0267643,25.55115128,90.17629364
407.5504769,17.23082832,89.77016158
400.6003632,14.28521793,93.06585337
512.9908716,23.41848741,92.32010427
601.866586,29.69698146,112.9904997
504.8066228,27.18062018,115.7914556
484.7235849,21.53531288,98.43108047
388.7074857,19.82905884,96.41063439
444.1236969,25.35533378,96.7096117
562.9586412,24.78676674,100.6923648
562.8282431,27.14855873,100.9690423
538.115344,22.02101025,102.9003439
432.0779588,28.49677027,92.53321059
336.590398,19.84594236,91.53103611
461.1400268,22.3472765,111.9707766
513.7949496,27.70407262,94.51372639
489.4430076,28.94985804,103.030457
337.5132008,14.30747649,99.43029466
431.284506,24.53595204,90.42150608
580.2861226,27.04389506,105.9106191
494.3352623,16.74587843,101.7310487
499.1377911,26.403128,113.9978336
391.9799367,19.85912865,101.1745958
437.7146036,29.10126506,96.68454242
497.9354106,26.69241016,102.7829491
485.5158035,27.84526147,88.14408351
348.3780201,24.60359665,91.64105947
561.5257443,28.31824217,105.1027325
484.6557682,30.90257264,96.66879099
532.3442309,33.83124008,99.34039054
389.3024276,23.85802473,98.84778291
383.9110099,12.75474455,93.49487381
374.3136342,24.15763002,79.81311341
546.2313843,25.02780604,103.4883497
556.5441025,23.22327326,107.6163951
455.7302029,26.8414431,87.11283765
631.6668873,29.05338982,114.8240272
458.8658965,21.41008785,103.8515482
576.8810416,22.52952336,113.4164029
442.8838128,25.98921104,90.42829529
442.0507906,21.24888129,101.6678129
520.5374543,24.45633692,98.99986041
547.3696998,14.19146201,107.6850743
481.0796423,18.40050139,94.24140432
431.2095882,17.36122262,99.89902328
369.5598969,19.73188152,82.21340851
504.3793667,20.53347736,92.22378557
505.3772528,25.91152571,101.2503388
504.9575343,28.91056501,92.93678508
447.4113684,20.36308235,99.56430514
506.3821231,19.01580509,95.32074026
445.2141153,18.79155571,106.0693014
548.7882775,21.92705637,111.6848831
399.6557592,22.80485466,91.77498587
348.8440498,26.41808767,96.92963441
462.6227022,22.39337579,114.3976126
364.6804908,13.60755366,78.01076746
506.9811117,23.54282862,96.80162208
489.8308694,29.93593405,120.6470428
520.0463983,29.95800634,121.9359007
559.6566645,20.05518391,101.5659532
397.5440263,16.26111728,91.36391049
545.7742108,36.29030246,101.6545742
422.105929,23.18789029,93.47225604
518.7217783,23.51274375,114.5281728
455.4115169,26.10287094,91.93517344
468.2539641,15.92980272,103.729116
